iter	RMSE
0	2.715664106
1	2.58004727
2	2.451803268
3	2.329763035
4	2.214006708
5	2.104039244
6	1.999630594
7	1.900334526
8	1.806078394
9	1.716168726
10	1.630753405
11	1.549807892
12	1.47276863
13	1.399498539
14	1.329878785
15	1.263803426
16	1.201100403
17	1.141443998
18	1.08476432
19	1.030691397
20	0.9794390289
21	0.9307177263
22	0.8845440171
23	0.8406759489
24	0.7993080958
25	0.7596558623
26	0.7220652246
27	0.6862586108
28	0.6522669662
29	0.620073223
30	0.5893719248
31	0.5601705999
32	0.5324220964
33	0.5062035608
34	0.4810956017
35	0.4572951042
36	0.4347411112
37	0.4133075463
38	0.3929981059
39	0.3736459213
40	0.3552618881
41	0.3378568631
42	0.321283294
43	0.3054928621
44	0.290501436
45	0.2762915974
46	0.2628064344
47	0.2499649438
48	0.23777545
49	0.2261432703
50	0.2151616907
51	0.2046867851
52	0.1948020867
53	0.1854098076
54	0.1764982116
55	0.1679720458
56	0.1599065295
57	0.1522429774
58	0.1450236017
59	0.1381142811
60	0.1315781351
61	0.1253463529
62	0.1194660371
63	0.1138586466
64	0.108530184
65	0.1034894421
66	0.09873555326
67	0.09425232136
68	0.08998707655
69	0.08599097646
70	0.08216357491
71	0.07859017851
72	0.07518594943
73	0.07197315371
74	0.06894319521
75	0.06604905229
76	0.06333152395
77	0.06072427944
78	0.05826878562
79	0.05600132817
80	0.05384318799
81	0.05180704874
82	0.04989371784
83	0.04809323043
84	0.04637677621
85	0.04478955825
86	0.04330181923
87	0.04192782987
88	0.04058002071
89	0.03935498673
90	0.03817790419
91	0.03707024511
92	0.03606867626
93	0.03512095163
94	0.0342341738
95	0.03340456695
96	0.03262238998
97	0.03189890949
98	0.03121472592
99	0.03057403468
100	0.02997612457
101	0.02942636096
102	0.02892070248
103	0.02846374497
104	0.02801614407
105	0.02762739742
106	0.02722092
107	0.0268452577
108	0.02649944658
109	0.02617273961
110	0.02588246121
111	0.02561757595
112	0.0253710145
113	0.02513982468
114	0.02491703781
115	0.02470348655
116	0.02451077511
117	0.02433101301
118	0.02417327603
119	0.02402048562
120	0.02385342535
121	0.02372084659
122	0.02358881153
123	0.02342622997
124	0.02330932113
125	0.02321181388
126	0.02310313209
127	0.02300570021
128	0.02291333835
129	0.02282004441
130	0.02271431142
131	0.0226275277
132	0.0225472664
133	0.02246712272
134	0.02238362802
135	0.02232388753
136	0.0222680274
137	0.02218893918
138	0.02213202677
139	0.02208061491
140	0.02200188416
141	0.02195245641
142	0.0219033665
143	0.02183029032
144	0.02177130829
145	0.02172382555
146	0.02166250867
147	0.02159930503
148	0.02156238448
149	0.02152357276
150	0.02147538194
151	0.02143591249
152	0.02139104237
153	0.02135103102
154	0.02129696364
155	0.02126083509
156	0.0212306802
157	0.02119753226
158	0.0211627303
159	0.02112685198
160	0.02109540401
161	0.02105150787
162	0.02101474079
163	0.02098931798
164	0.0209607296
165	0.02091813684
166	0.02088215861
167	0.02084950978
168	0.02082150109
169	0.02078774628
170	0.02074458004
171	0.02071138231
172	0.02068860643
173	0.02067074196
174	0.02064561384
175	0.02062532943
176	0.02059833717
177	0.02058084586
178	0.0205594958
179	0.02052344619
180	0.02050785663
181	0.02047046246
182	0.02044770326
183	0.02042582068
184	0.02040321672
185	0.02037845082
186	0.02035006354
187	0.02032866344
188	0.02030853642
189	0.02027864764
190	0.02023956852
191	0.02021946509
192	0.0201880884
193	0.02016998173
194	0.02014156223
195	0.02012652637
196	0.02010639475
197	0.02009217185
198	0.02005577955
199	0.02003661798
200	0.02001158172
201	0.01998140608
202	0.01995738089
203	0.019940906
204	0.0199181292
205	0.01989892304
206	0.01988113659
207	0.01986029103
208	0.01983063765
209	0.01981690468
210	0.01979664155
211	0.01978152222
212	0.01976678128
213	0.0197405999
214	0.01972529112
215	0.01970469065
216	0.01968123427
217	0.01965212085
218	0.01962611929
219	0.01960937139
220	0.01959586525
221	0.01957231982
222	0.01955410017
223	0.01953894116
224	0.01951445356
225	0.01949773034
226	0.0194823214
227	0.01946079903
228	0.01943550257
229	0.01941347783
230	0.01939449423
231	0.01936490628
232	0.01934491142
233	0.01932357886
234	0.01931125798
235	0.01929569294
236	0.01928304132
237	0.01926137486
238	0.01925028781
239	0.01923387832
240	0.01922243683
241	0.01920304798
242	0.01917874299
243	0.01916751441
244	0.01914850206
245	0.01913514544
246	0.01912347986
247	0.0191040757
248	0.01908621806
249	0.01906294652
250	0.0190419229
251	0.01902926787
252	0.01901606924
253	0.01899948701
254	0.01898135548
255	0.01896396473
256	0.01895078909
257	0.01894348856
258	0.01893301649
259	0.01891765837
260	0.01889927989
261	0.01887905567
262	0.0188737648
263	0.01885204578
264	0.01884237247
265	0.01883126266
266	0.01881489089
267	0.01879755924
268	0.01878457216
269	0.01876857661
270	0.0187496173
271	0.01873386488
272	0.01871972559
273	0.01870041125
274	0.01868721311
275	0.01867998537
276	0.01866182673
277	0.01864739982
278	0.0186393473
279	0.01863321935
280	0.01861850765
281	0.0186055751
282	0.01859010723
283	0.01857339261
284	0.01856757856
285	0.01855432115
286	0.01854242779
287	0.01853058041
288	0.01852343701
289	0.0185141723
290	0.01850103609
291	0.01848775653
292	0.0184805167
293	0.01847285336
294	0.01845841335
295	0.01844327533
296	0.01843228513
297	0.01842475177
298	0.01841772993
299	0.01840450523
300	0.01838565405
301	0.01837836479
302	0.01837203784
303	0.01836465071
304	0.0183591586
305	0.01834721513
306	0.0183348378
307	0.01831928921
308	0.01830400745
309	0.01829203236
310	0.0182844831
311	0.01827391452
312	0.01826014776
313	0.01824437337
314	0.01823777034
315	0.01822416052
316	0.01821599078
317	0.01820189285
318	0.01819093772
319	0.01818564155
320	0.01817290388
321	0.01816270673
322	0.01815493191
323	0.0181481537
324	0.01813691387
325	0.01812642371
326	0.01811521539
327	0.01810710476
328	0.01810085653
329	0.01809446657
330	0.01808402776
331	0.01807604567
332	0.01806655112
333	0.01805111834
334	0.01804731425
335	0.01803295291
336	0.01801710055
337	0.01800423096
338	0.01799269445
339	0.01798245556
340	0.0179736491
341	0.01796460309
342	0.01795127803
343	0.01793939076
344	0.01793384337
345	0.01792475908
346	0.0179100405
347	0.01790312939
348	0.01789849841
349	0.0178947094
350	0.01788380192
351	0.01787337942
352	0.0178683038
353	0.01785828873
354	0.01785248591
355	0.01783916539
356	0.01783393092
357	0.01782475777
358	0.01782103548
359	0.01781660397
